,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Sample_7,Sample_8,Sample_9,Sample_10,Sample_11,Sample_12,Sample_13,Sample_14,Sample_15,Sample_16,Sample_17,Sample_18,Sample_19,Sample_20,Sample_21,Sample_22,Sample_23,Sample_24,Sample_25,Sample_26,Sample_27,Sample_28,Sample_29,Sample_30,Sample_31,Sample_32,Sample_33,Sample_34,Sample_35,Sample_36,Sample_37,Sample_38,Sample_39,Sample_40,Sample_41,Sample_42,Sample_43,Sample_44,Sample_45,Sample_46,Sample_47,Sample_48,Sample_49,Sample_50,Sample_51,Sample_52,Sample_53,Sample_54,Sample_55,Sample_56,Sample_57,Sample_58,Sample_59,Sample_60,Sample_61,Sample_62,Sample_63,Sample_64,Sample_65,Sample_66,Sample_67,Sample_68,Sample_69,Sample_70,Sample_71,Sample_72,Sample_73,Sample_74,Sample_75,Sample_76,Sample_77,Sample_78,Sample_79,Sample_80,Sample_81,Sample_82,Sample_83,Sample_84,Sample_85,Sample_86,Sample_87,Sample_88,Sample_89,Sample_90,Sample_91,Sample_92,Sample_93,Sample_94,Sample_95,Sample_96,Sample_97,Sample_98,Sample_99,Sample_100,Sample_101,Sample_102,Sample_103,Sample_104,Sample_105,Sample_106,Sample_107,Sample_108,Sample_109,Sample_110,Sample_111,Sample_112,Sample_113,Sample_114,Sample_115,Sample_116,Sample_117,Sample_118,Sample_119,Sample_120,Sample_121,Sample_122,Sample_123,Sample_124,Sample_125,Sample_126,Sample_127,Sample_128,Sample_129,Sample_130,Sample_131,Sample_132,Sample_133,Sample_134,Sample_135,Sample_136,Sample_137,Sample_138,Sample_139,Sample_140,Sample_141,Sample_142,Sample_143,Sample_144,Sample_145,Sample_146,Sample_147,Sample_148,Sample_149,Sample_150,Sample_151,Sample_152,Sample_153,Sample_154,Sample_155,Sample_156,Sample_157,Sample_158,Sample_159,Sample_160,Sample_161,Sample_162,Sample_163,Sample_164,Sample_165,Sample_166,Sample_167,Sample_168,Sample_169,Sample_170,Sample_171,Sample_172,Sample_173,Sample_174,Sample_175,Sample_176,Sample_177,Sample_178,Sample_179,Sample_180,Sample_181,Sample_182,Sample_183,Sample_184,Sample_185,Sample_186,Sample_187,Sample_188,Sample_189,Sample_190,Sample_191,Sample_192,Sample_193,Sample_194,Sample_195,Sample_196,Sample_197,Sample_198,Sample_199,Sample_200
ENSG00000003052,4,2,7,4,2,2,7,2,4,3,6,5,4,8,4,10,6,6,8,1,6,5,3,2,2,5,9,4,7,5,5,6,6,8,3,6,2,2,3,7,2,5,6,3,4,4,4,6,6,5,3,3,3,3,5,7,3,5,6,3,4,11,7,4,2,3,8,1,7,1,6,5,5,9,4,4,6,9,7,3,8,5,6,2,5,6,4,6,1,3,8,2,4,3,5,7,3,5,4,4,9,6,3,4,7,6,7,8,9,5,4,6,4,11,7,6,4,9,6,7,7,2,4,5,9,9,6,12,1,5,5,5,6,7,7,2,4,5,8,7,5,4,3,5,5,7,4,5,4,5,6,5,6,8,8,4,3,6,7,5,2,5,4,2,5,3,9,3,9,4,5,5,5,5,4,5,6,2,5,11,6,5,2,1,7,9,7,6,7,5,7,2,4,3,3,7,4,5,3,10
ENSG00000003053,4,3,5,5,4,2,7,9,5,2,6,4,6,4,5,0,3,5,8,7,5,6,4,5,5,5,6,8,2,5,5,5,3,1,4,6,3,5,6,7,8,5,1,3,6,1,4,4,4,1,10,3,3,4,4,6,3,4,5,3,5,4,8,7,7,4,2,5,8,2,5,5,7,4,8,4,7,9,6,7,4,4,5,4,10,2,3,2,6,7,5,11,8,3,8,3,5,8,10,5,4,4,7,6,6,6,6,5,4,1,8,4,7,4,6,8,6,7,1,2,8,6,7,0,5,2,11,6,6,6,6,9,3,1,5,8,6,9,8,10,3,10,13,4,4,6,7,4,6,7,4,7,5,7,2,7,5,4,8,3,9,2,2,5,5,3,4,5,8,5,7,2,8,6,4,7,2,6,4,3,7,5,4,6,4,5,4,6,1,5,5,7,7,5,4,3,3,6,8,9
ENSG00000003054,6,5,6,6,2,6,5,7,9,4,3,9,5,5,4,3,6,4,4,5,5,3,5,3,1,1,4,1,7,4,3,3,6,7,4,3,3,6,6,4,3,4,2,10,5,10,4,3,5,5,8,4,5,7,3,4,9,2,0,4,6,5,10,9,6,9,9,3,6,6,5,3,7,7,6,6,5,4,6,10,6,6,4,6,9,10,5,7,5,4,2,5,6,9,6,6,6,3,3,5,9,6,5,4,9,5,6,2,4,6,4,6,5,3,6,7,3,3,6,2,6,5,6,8,4,5,8,10,9,6,4,6,4,9,5,2,6,4,2,3,7,3,1,5,9,2,6,7,8,3,4,10,4,5,4,6,1,8,6,12,7,10,7,2,4,6,3,5,5,4,7,6,13,9,5,2,2,3,1,2,5,5,4,4,7,4,6,7,7,9,5,3,4,5,5,4,7,3,5,3
ENSG00000003055,3,3,5,7,3,6,2,5,5,7,7,8,5,5,6,6,2,6,4,8,4,5,2,8,8,5,4,5,5,10,5,6,3,4,2,6,3,3,5,7,4,6,6,2,4,3,5,6,7,5,5,4,6,3,3,7,3,3,4,7,5,5,4,2,6,4,5,3,6,4,6,5,3,2,4,7,6,1,6,2,7,4,5,9,8,9,9,4,8,8,4,9,13,5,2,6,0,6,3,4,5,5,2,6,8,7,5,8,3,6,3,5,5,8,3,3,3,7,9,7,7,6,6,12,5,3,5,7,6,9,7,4,10,5,5,1,6,4,6,6,9,6,6,5,3,5,7,6,7,1,4,9,4,5,3,3,8,5,1,6,8,2,2,3,8,3,9,1,7,5,4,3,6,2,12,7,2,1,6,12,8,4,3,7,5,8,4,7,11,5,4,4,7,7,8,4,6,6,1,6
ENSG00000003056,3,8,5,6,8,5,4,5,6,4,5,5,4,5,8,10,5,4,3,4,3,6,8,3,3,8,6,6,3,1,5,5,4,3,6,2,5,7,2,6,6,9,3,8,7,5,4,6,4,9,9,3,7,6,4,6,5,4,5,2,3,3,9,5,2,6,5,3,7,3,4,2,7,4,5,5,3,5,10,11,4,5,4,5,5,11,1,2,2,7,4,6,4,1,9,7,6,5,3,5,5,6,9,3,1,9,3,5,4,3,5,5,3,4,6,5,5,7,1,8,5,6,8,4,9,4,3,4,3,8,5,4,5,4,7,8,4,6,5,8,5,6,7,4,9,6,6,1,3,2,6,6,4,6,5,9,5,7,9,4,7,5,8,4,7,3,4,4,10,5,8,8,6,4,4,5,4,6,6,3,4,5,6,6,7,8,7,2,4,3,8,5,4,1,6,2,7,4,7,4
ENSG00000003057,4,3,1,6,1,4,5,5,6,5,8,4,3,8,8,3,4,5,2,4,4,4,6,3,4,7,4,6,8,1,4,3,8,2,1,10,4,8,7,6,1,7,3,0,3,6,5,5,4,2,8,2,5,5,1,3,4,4,2,4,6,6,1,6,8,3,2,1,3,6,6,6,7,1,4,7,5,10,3,1,2,6,5,4,4,6,6,5,7,7,5,5,9,8,5,4,4,4,3,1,9,6,8,10,0,7,5,2,3,11,7,5,6,6,7,1,5,3,5,5,5,7,7,8,9,4,3,5,1,5,2,2,6,6,6,7,4,11,8,7,5,7,8,4,4,6,4,1,5,5,12,4,11,2,9,5,5,6,5,5,6,2,7,4,5,6,8,9,5,6,5,5,4,4,6,2,3,6,3,9,4,4,2,6,4,4,6,6,1,6,5,3,6,7,2,6,10,7,6,7
ENSG00000003058,5,5,4,4,3,4,3,1,7,2,8,7,10,9,8,6,4,3,3,1,3,3,4,2,6,7,4,4,4,7,3,5,7,5,4,7,6,6,5,5,4,2,7,2,6,6,9,8,2,3,3,6,6,5,5,8,3,9,6,3,7,5,6,4,12,3,5,2,4,9,5,3,6,4,5,3,4,3,5,4,9,6,5,5,5,4,9,7,4,5,5,8,7,5,6,8,4,6,5,4,9,8,5,5,5,5,3,5,6,4,5,7,6,5,6,5,8,8,5,5,5,3,2,6,9,5,11,6,7,7,6,3,10,3,7,4,5,4,5,7,11,6,5,7,10,4,7,8,5,9,6,6,5,4,10,5,5,6,3,8,4,4,2,4,3,5,6,8,6,6,4,4,6,5,1,5,5,10,6,4,7,3,4,3,5,10,8,5,10,8,7,5,5,4,4,5,7,5,1,6
ENSG00000003059,5,8,5,4,4,5,6,6,8,4,4,10,5,4,4,5,4,7,9,3,2,2,8,3,8,7,5,3,5,4,3,3,3,8,5,8,7,2,6,3,5,5,6,3,2,3,6,2,3,4,3,5,4,6,7,5,6,6,6,5,6,4,4,6,1,9,3,7,5,5,6,7,5,6,3,8,3,3,3,7,3,4,4,4,3,10,10,5,0,3,2,5,11,6,7,2,4,2,5,4,4,4,7,10,4,9,5,3,13,13,6,5,3,5,5,5,5,5,3,8,7,3,7,3,4,4,3,5,0,4,5,5,5,7,5,4,3,9,4,3,8,5,4,6,6,5,5,3,3,10,4,7,5,8,8,7,9,5,6,3,9,4,9,8,3,7,2,3,7,6,3,2,2,5,1,5,4,5,9,10,5,1,6,6,5,8,3,5,6,4,6,10,2,4,8,6,6,7,4,4
ENSG00000003060,1,1,9,5,5,2,5,2,2,8,4,3,2,6,4,7,4,12,4,1,6,3,1,5,8,3,2,3,4,4,5,8,6,6,2,7,10,3,11,8,4,4,6,6,5,6,5,7,8,6,5,3,7,6,4,1,4,4,3,7,7,1,3,2,5,7,7,4,6,5,7,4,9,6,4,3,4,6,5,5,8,6,9,6,5,8,6,6,8,3,5,8,5,5,9,6,7,5,2,1,6,2,4,8,5,6,7,5,4,2,6,7,2,5,4,3,10,7,4,5,4,5,6,3,7,3,8,7,5,5,6,6,5,11,7,3,4,1,5,7,9,9,6,3,4,4,6,4,3,2,4,4,8,7,3,4,8,7,5,8,4,5,3,5,2,4,10,2,6,6,3,10,6,5,9,7,5,5,5,5,5,7,10,2,3,9,10,3,1,6,4,7,6,3,9,1,4,7,4,2
ENSG00000003061,5,5,3,4,5,5,6,5,4,5,5,10,2,5,11,6,3,5,4,6,4,8,5,7,3,4,5,7,5,10,3,6,3,2,8,3,12,4,3,3,4,5,3,3,7,3,7,8,8,4,5,4,5,2,4,4,4,7,3,1,3,6,6,5,3,5,6,5,1,4,7,4,3,5,9,6,2,7,7,3,9,5,7,7,3,4,3,5,2,7,2,3,4,2,5,3,6,5,6,7,8,3,4,3,7,3,5,11,9,5,2,7,6,5,4,5,7,5,5,10,8,7,2,6,8,3,2,9,6,8,10,5,10,5,6,7,9,4,5,8,5,5,5,2,9,10,3,5,4,11,2,3,10,7,4,11,8,6,9,4,3,3,6,4,6,3,11,3,10,9,4,5,0,1,4,3,3,5,3,8,4,6,8,4,7,6,9,8,9,10,10,2,4,2,7,4,2,2,6,5
ENSG00000003062,6,3,5,9,4,4,5,2,3,3,4,8,7,4,8,5,4,7,5,6,7,3,2,4,7,5,1,1,2,1,10,12,5,7,3,9,7,4,6,2,2,4,1,4,4,3,6,6,5,4,3,3,3,8,3,8,2,4,8,1,4,4,2,8,7,1,2,7,9,4,1,1,6,2,5,6,7,5,7,9,3,7,6,3,7,7,6,3,4,6,8,7,3,9,2,6,4,6,5,5,3,10,5,8,5,6,8,7,4,12,8,6,3,3,6,6,10,0,5,6,9,13,5,1,4,3,4,5,3,3,4,10,6,9,9,6,2,5,5,11,7,7,9,4,6,6,9,7,4,8,2,3,3,5,4,1,2,5,6,5,5,5,7,10,6,8,6,5,4,3,2,5,6,4,4,5,6,5,4,10,6,8,7,5,5,4,8,4,4,3,6,5,6,5,7,8,8,1,7,6
ENSG00000003063,5,5,4,5,6,6,1,1,7,5,6,4,4,7,5,3,8,3,5,8,4,6,7,4,3,5,2,4,1,6,6,3,11,10,4,5,9,3,5,5,6,2,3,5,3,5,5,4,7,7,2,8,5,8,4,8,3,3,4,6,2,7,6,4,1,3,5,9,6,4,8,4,4,3,3,2,4,5,12,9,4,5,11,6,3,7,6,9,5,7,5,3,5,4,3,6,5,9,5,3,7,11,6,5,6,6,3,5,10,9,5,6,7,7,9,7,6,6,2,11,7,11,6,6,9,3,13,6,4,7,2,5,7,5,7,5,9,4,9,4,3,5,5,6,3,4,10,5,5,5,4,3,2,10,9,8,6,9,7,5,2,6,7,10,4,5,6,5,5,7,6,7,9,4,6,6,6,3,4,6,7,9,3,4,6,4,5,3,3,3,3,3,7,2,5,5,6,7,4,5
ENSG00000003064,1,6,4,3,9,2,1,3,6,4,3,7,6,1,3,2,6,5,7,6,7,8,9,4,7,3,7,8,2,6,4,3,5,4,5,8,5,2,4,2,8,3,3,3,10,7,5,3,4,6,8,4,2,3,9,4,4,8,7,9,4,6,9,2,4,3,2,3,4,6,7,3,6,9,7,3,3,5,2,9,5,6,6,6,6,4,2,5,1,7,3,1,6,4,8,3,4,7,6,6,3,7,2,2,6,10,4,2,3,7,9,1,3,5,5,4,6,8,4,6,5,6,6,2,3,9,4,7,9,2,13,4,3,5,5,4,4,5,8,11,3,6,3,9,6,5,5,8,5,5,3,4,3,5,7,6,3,2,3,4,3,4,4,8,4,6,5,2,7,6,5,10,2,7,4,2,3,4,5,2,4,8,8,5,1,8,6,8,2,5,7,6,7,6,8,5,5,9,4,3
ENSG00000003065,4,2,4,5,3,4,4,7,3,8,5,3,3,6,2,5,6,5,4,5,3,8,8,6,6,4,4,2,4,9,5,3,10,2,5,2,5,1,4,6,13,4,4,4,9,2,4,6,5,6,5,3,5,8,1,3,5,4,4,6,5,5,7,6,3,3,6,6,5,5,2,7,11,2,5,3,4,5,2,3,1,5,7,7,5,6,1,8,6,4,2,7,6,7,5,6,7,6,6,6,8,6,7,4,8,6,2,0,8,5,4,6,5,7,2,3,6,7,3,1,5,1,3,6,9,6,4,2,7,8,1,5,10,8,4,4,4,6,10,4,8,6,3,9,10,1,6,6,5,5,4,2,2,6,6,4,3,8,2,3,12,5,4,7,6,8,5,9,9,5,6,2,6,2,7,6,4,6,3,4,8,8,4,6,7,5,6,9,2,2,9,7,7,11,9,1,10,4,8,6
ENSG00000003066,5,7,6,8,8,3,5,8,6,6,3,4,4,4,6,7,3,3,5,8,5,3,5,7,1,5,6,5,5,5,7,1,12,2,2,9,4,2,5,5,7,6,4,7,3,7,4,3,6,6,3,3,4,4,6,6,4,6,5,5,7,7,7,5,2,3,6,1,3,4,1,8,9,4,5,1,3,7,7,5,6,3,8,5,4,5,3,7,5,4,4,9,4,1,6,4,9,4,5,5,8,7,1,8,5,4,3,5,6,3,8,8,4,8,6,3,4,6,4,5,3,5,8,6,9,7,9,6,6,4,3,3,7,4,3,5,2,8,8,6,4,5,6,5,5,5,7,5,2,11,6,4,4,1,6,7,9,5,1,2,2,6,4,4,8,4,2,6,8,5,9,4,7,3,3,11,3,6,4,1,4,3,3,11,10,7,7,7,6,7,7,5,8,1,10,3,7,7,2,4
ENSG00000003067,4,2,4,3,4,3,8,5,6,3,2,6,4,3,8,7,4,9,1,7,7,6,6,5,2,5,2,4,6,2,2,13,6,6,4,8,6,3,4,4,9,2,4,1,2,4,4,6,3,2,3,5,5,8,6,7,2,6,4,4,3,4,6,4,5,5,7,6,6,7,5,2,9,5,5,5,3,7,6,5,6,3,5,4,2,3,8,2,3,10,13,1,5,3,5,4,9,6,6,4,9,6,7,12,7,4,6,3,3,3,8,4,5,8,4,3,3,3,3,3,3,5,6,4,9,6,5,6,7,4,5,8,5,8,9,13,6,5,4,4,3,5,7,6,5,8,6,5,5,3,5,8,6,5,4,8,6,6,8,1,4,8,7,5,9,5,3,6,4,6,5,4,5,6,5,8,11,6,10,4,7,2,10,4,4,6,8,4,2,4,9,2,3,3,9,2,4,5,5,1
ENSG00000003068,6,5,7,6,4,5,5,2,4,4,7,5,5,5,3,4,6,6,7,1,6,6,5,4,3,3,1,2,4,5,7,4,3,3,6,6,6,5,3,3,4,2,2,6,4,5,4,5,4,6,10,1,2,7,5,6,7,6,5,4,7,3,8,4,6,2,5,5,3,5,3,3,6,4,2,5,8,7,7,1,4,10,5,6,3,8,5,7,8,5,3,6,6,3,9,0,10,2,0,4,6,3,3,7,9,4,3,2,4,9,8,4,3,6,5,6,7,7,4,4,7,11,3,8,5,7,6,4,2,9,6,11,5,3,5,10,7,5,4,2,8,8,4,5,10,4,4,2,5,3,7,8,6,5,8,5,11,5,4,2,9,11,3,7,5,6,9,5,5,3,1,6,7,3,6,6,4,8,5,4,8,3,4,5,5,8,4,3,3,3,2,7,6,3,3,6,3,7,3,2
ENSG00000003069,3,4,5,9,4,4,4,5,7,4,1,3,7,2,8,5,4,6,6,8,6,3,4,1,6,11,2,3,6,5,2,2,3,9,2,7,4,4,2,7,5,2,5,5,5,1,7,11,6,3,9,5,4,5,7,4,6,8,4,5,3,4,6,4,8,2,7,6,6,9,6,4,4,9,6,10,8,8,4,5,7,7,4,4,11,12,5,9,3,4,3,4,4,6,4,3,4,10,6,4,5,8,5,5,7,5,2,9,8,4,7,9,12,6,6,1,4,1,5,2,12,9,4,3,7,11,7,4,4,5,5,6,5,9,7,8,6,4,3,4,5,7,6,1,4,8,4,9,11,5,4,6,2,3,3,5,5,9,4,4,6,5,6,9,4,2,9,3,4,6,8,6,4,4,9,4,1,7,7,1,7,4,3,8,6,3,5,5,4,4,1,10,10,8,9,6,5,6,8,6
ENSG00000003070,3,5,7,4,3,10,2,4,6,5,4,6,7,9,2,4,1,3,6,0,5,4,6,5,5,5,8,4,1,9,2,4,4,8,6,2,6,2,7,5,4,4,5,4,7,3,5,5,6,3,4,2,3,3,6,3,5,5,6,5,4,2,4,3,10,3,4,6,6,8,5,2,2,8,3,4,5,3,4,3,8,4,4,6,7,7,9,5,8,6,3,2,5,5,1,7,6,2,5,8,3,8,4,6,4,7,4,8,6,6,2,9,6,1,8,3,11,6,2,7,6,2,5,6,4,8,3,5,6,2,4,5,6,9,3,3,4,8,3,6,4,5,5,4,6,4,7,4,5,6,11,5,6,7,3,6,9,3,3,5,1,5,5,1,4,4,5,2,7,6,2,2,9,5,8,4,7,4,1,3,7,4,6,6,5,3,9,7,4,4,5,5,5,6,8,9,3,3,5,3
ENSG00000003071,9,3,5,4,9,12,5,4,8,4,6,5,3,6,5,7,4,3,3,3,4,9,5,10,5,5,6,7,7,4,3,3,7,4,5,4,5,6,6,7,7,4,6,3,5,4,8,4,7,3,4,7,4,10,3,3,5,4,7,4,4,2,5,7,9,7,7,10,3,5,2,7,9,4,4,4,5,7,5,5,7,7,10,1,3,5,9,6,3,2,1,5,4,8,3,4,4,3,2,1,6,4,4,4,1,5,8,7,7,5,8,2,6,8,5,7,6,6,4,7,4,11,4,3,6,8,4,6,3,4,4,3,3,3,7,3,4,9,7,10,4,5,11,10,4,6,2,8,3,6,3,5,6,2,5,7,5,5,10,6,3,3,6,8,8,7,4,4,3,1,8,2,7,7,5,4,6,5,4,6,5,6,9,4,4,5,6,3,4,6,8,5,6,7,7,4,7,6,6,3
ENSG00000003072,6,6,3,6,6,4,4,3,5,7,4,8,6,5,3,10,4,4,11,2,6,4,8,3,4,4,8,2,4,6,5,6,6,2,3,4,3,2,7,7,7,4,4,6,4,2,4,4,4,4,4,4,1,7,1,3,5,4,2,5,5,5,6,7,3,6,5,6,3,9,3,7,4,5,4,4,7,4,9,8,2,8,5,4,5,7,6,4,4,4,3,10,6,6,7,8,6,6,5,6,5,4,2,2,6,9,5,2,4,8,5,4,6,7,9,3,3,3,9,3,6,6,3,4,8,3,5,4,9,4,6,4,6,4,4,6,7,5,9,9,4,6,2,8,3,8,3,3,0,2,11,3,4,5,10,4,7,5,4,8,4,5,6,5,7,4,6,6,4,8,7,3,6,6,6,6,4,3,5,8,7,5,8,6,4,6,8,10,7,8,5,7,4,5,7,6,8,5,6,11
ENSG00000003073,4,5,9,3,4,6,2,4,7,5,6,6,3,3,9,2,2,5,3,4,6,4,5,4,1,8,6,6,5,4,6,2,7,8,6,4,4,3,2,4,2,3,4,4,6,7,3,2,4,6,2,6,6,4,1,6,9,7,5,2,5,4,5,5,8,6,5,9,5,1,5,4,2,5,2,2,5,5,7,7,4,5,3,5,6,3,8,6,3,6,1,8,8,5,6,2,4,5,4,2,4,6,1,3,3,7,8,4,2,6,5,5,7,7,3,8,6,5,5,10,3,7,4,7,4,9,8,4,5,7,4,4,8,6,4,3,3,11,6,5,3,6,3,10,6,4,3,8,7,8,5,5,5,4,10,6,5,5,5,10,9,3,7,6,7,4,6,10,4,3,8,1,10,9,5,5,5,8,8,6,5,6,6,8,5,3,8,5,5,5,3,2,3,7,6,3,2,2,8,4
ENSG00000003074,9,5,3,4,5,5,4,10,4,7,3,5,6,13,6,7,5,6,5,3,4,3,10,3,4,5,2,1,2,4,5,4,11,6,4,6,6,6,6,8,3,2,5,2,3,5,4,5,1,5,4,6,5,5,2,5,7,8,3,6,2,5,7,8,7,0,5,8,3,2,3,3,10,2,6,5,6,2,4,3,4,4,4,8,4,6,5,6,6,1,5,5,3,7,4,2,4,6,5,4,5,5,6,5,7,10,5,4,5,6,5,3,4,4,4,7,4,3,6,4,10,8,7,4,9,8,3,3,4,4,2,8,3,4,6,4,7,7,10,6,4,5,6,7,6,6,11,6,7,8,5,8,3,7,5,9,7,2,12,4,8,4,2,4,9,4,4,4,6,6,4,4,1,6,6,7,3,6,2,5,4,5,4,3,3,7,5,5,6,6,6,5,5,8,8,3,7,5,4,4
ENSG00000003075,6,4,1,7,4,5,6,6,8,10,8,3,4,4,5,5,3,4,7,1,1,8,5,3,2,5,3,7,0,5,1,6,3,4,7,6,3,3,3,8,6,9,2,11,3,1,5,5,1,5,2,4,5,4,3,6,8,5,6,8,6,5,4,2,1,6,9,8,7,7,7,1,1,5,13,4,5,5,2,4,5,4,8,3,8,6,1,7,4,2,5,7,5,3,5,7,2,4,3,2,5,7,7,8,4,6,6,4,2,6,7,4,10,6,7,2,6,7,3,4,9,4,8,6,3,6,3,3,7,6,2,4,7,4,7,4,3,3,3,2,3,4,8,7,2,10,4,8,7,5,4,7,3,3,2,3,6,5,5,6,7,5,7,5,7,2,5,6,6,3,3,5,5,4,9,4,5,5,3,2,7,10,6,4,8,7,5,6,8,6,8,1,8,8,1,5,4,1,4,8
ENSG00000003076,6,4,5,8,6,5,6,7,4,5,10,8,3,6,4,10,7,8,3,3,7,3,5,3,4,4,8,6,5,2,7,5,3,6,4,7,5,6,6,5,3,5,6,7,4,9,5,5,7,10,4,6,8,7,3,1,5,4,3,5,5,6,2,6,4,7,4,4,3,5,9,4,7,1,6,4,5,2,7,5,6,3,3,7,9,7,2,4,6,3,5,8,5,4,13,5,1,7,3,4,3,5,4,7,5,7,10,3,7,14,6,5,4,6,6,4,6,8,2,5,3,5,5,7,5,7,3,2,3,4,4,3,11,6,2,4,9,5,5,5,7,4,2,3,5,4,1,8,4,2,3,1,3,9,5,5,6,8,6,6,7,6,4,5,10,11,10,5,4,3,8,4,4,2,7,2,7,7,8,9,6,3,6,1,5,3,6,4,8,6,8,3,4,7,5,5,3,5,4,8
ENSG00000003077,8,6,4,5,7,5,13,6,2,4,3,7,6,4,6,6,5,4,6,4,8,4,5,5,2,7,6,6,5,4,3,4,8,3,5,6,1,6,1,5,6,7,4,11,6,3,4,5,5,12,6,9,8,7,4,3,4,6,5,12,2,4,4,5,4,5,2,5,4,5,3,3,2,6,3,9,8,4,4,5,5,7,5,2,5,6,10,3,3,8,9,6,4,6,5,9,6,3,6,2,5,6,9,8,8,7,3,5,5,4,4,4,8,8,3,4,7,7,2,3,7,5,8,8,4,4,7,2,6,6,6,4,3,6,9,4,1,6,9,3,3,7,3,6,3,7,8,6,7,8,5,1,4,7,5,6,8,6,11,2,5,11,4,7,2,6,6,3,9,7,6,3,7,7,5,4,5,4,4,5,8,6,8,9,7,3,6,4,12,3,4,7,7,4,3,6,6,7,6,4
ENSG00000003078,3,3,2,2,2,5,5,10,6,6,8,3,8,5,6,5,3,3,3,6,2,2,4,5,7,3,3,2,10,2,4,4,4,4,5,1,1,6,4,1,5,6,6,5,2,3,2,4,9,5,4,8,3,3,6,7,3,6,5,4,6,6,4,2,4,5,1,3,8,7,2,4,6,3,5,6,6,5,8,5,5,5,5,7,6,8,4,3,3,7,4,3,6,4,5,7,6,4,5,4,1,4,8,4,10,7,5,6,3,10,6,3,7,2,12,5,11,5,4,6,5,6,8,8,5,2,10,3,2,2,6,4,2,10,3,3,5,5,5,6,6,5,2,6,6,10,5,8,5,7,4,7,9,4,5,7,4,4,1,7,5,5,3,4,3,6,6,2,4,9,8,6,4,8,4,2,6,6,3,3,4,7,3,8,3,6,7,3,4,3,6,3,7,3,9,9,4,5,7,2
ENSG00000003079,5,3,9,6,2,3,3,8,3,5,6,4,7,4,2,7,6,5,5,2,3,6,10,9,1,1,8,8,6,5,5,5,2,5,4,3,6,0,2,4,4,6,2,4,2,8,5,6,6,1,6,7,5,5,6,7,5,5,6,5,5,4,5,11,5,4,1,4,4,3,8,6,3,7,6,5,8,5,1,4,3,4,5,5,6,6,5,3,3,5,4,3,5,6,8,4,5,3,7,3,4,4,2,5,8,4,6,4,3,7,4,6,5,4,5,7,7,3,3,10,2,3,2,3,4,11,5,7,4,3,2,3,7,4,8,5,4,4,8,6,6,5,1,8,7,4,4,1,6,10,6,3,5,7,10,5,8,6,3,6,4,2,4,6,3,4,2,9,5,5,8,4,4,7,7,7,4,6,8,6,7,7,2,2,5,3,3,3,6,3,7,11,5,4,4,4,7,4,10,9
ENSG00000003080,3,6,3,6,7,6,4,4,7,6,9,4,4,5,5,4,9,4,4,5,0,2,2,2,2,6,2,3,4,10,5,5,6,7,5,7,5,2,1,3,8,7,4,4,1,7,1,4,6,7,4,7,4,4,6,6,2,3,2,7,4,6,11,5,4,6,4,7,11,6,3,7,1,3,1,3,3,6,1,5,6,3,9,10,6,4,2,6,5,5,5,4,4,5,1,3,1,2,7,7,2,2,5,3,9,5,6,3,6,11,8,3,2,8,3,3,3,9,3,4,6,4,4,7,7,4,5,5,2,2,9,2,4,9,11,8,6,7,7,4,7,7,4,4,5,6,3,4,10,4,9,4,6,7,4,3,4,5,9,7,4,6,8,5,5,5,5,6,3,4,8,4,5,3,6,6,7,5,3,8,6,8,8,4,5,3,1,6,3,6,5,5,5,8,6,7,9,4,8,5
ENSG00000003081,7,2,6,4,5,3,4,3,7,6,3,6,5,3,4,10,4,5,3,2,4,6,4,1,9,5,3,11,5,4,4,5,5,3,4,6,4,5,6,0,8,5,8,8,5,5,4,3,4,10,6,6,8,5,10,6,9,5,5,5,2,2,3,7,8,6,2,2,4,5,4,5,4,7,4,4,6,5,4,4,5,4,4,6,7,4,4,6,7,3,7,4,6,6,5,3,3,4,4,5,5,3,6,1,3,5,5,5,5,5,6,5,5,6,4,8,4,3,5,5,4,7,3,5,7,5,1,2,7,7,3,5,6,8,7,2,5,6,8,9,5,6,5,6,8,4,4,5,8,4,8,5,5,6,5,4,5,6,5,7,5,5,3,10,3,3,8,2,4,7,8,3,6,4,9,7,8,4,2,4,2,6,4,6,3,5,6,5,3,5,6,8,5,3,7,4,11,5,7,5
ENSG00000003082,7,5,5,5,2,2,4,2,5,10,4,5,10,6,6,2,5,6,4,7,8,8,11,4,5,3,1,1,6,6,8,7,8,6,7,3,7,11,2,8,3,3,6,5,2,6,3,3,2,3,2,4,5,4,3,6,7,4,3,4,4,6,2,6,2,6,4,3,10,4,1,6,6,5,3,9,5,6,8,2,4,3,8,5,5,5,2,5,4,5,6,6,4,6,5,6,4,4,5,7,5,6,7,5,7,5,4,4,9,5,4,7,3,8,5,5,10,6,7,4,3,7,6,3,10,6,7,5,5,11,5,6,6,5,8,6,4,5,3,7,10,9,1,5,8,8,5,8,7,13,4,10,2,3,1,3,7,9,10,2,7,5,7,11,5,9,3,6,9,4,6,7,5,2,3,5,4,7,3,6,7,7,7,6,8,5,9,1,5,1,3,8,2,3,3,5,10,2,4,6
